bc2021,bc_naam,gini_inc_st,median_inc,avg_inc,totalhh,sh_housow1,abs_housow1,sh_housow2,abs_housow2,sh_housow3,abs_housow3,sh_housow8,abs_housow8,sh_housow9,abs_housow9,avg_welfare,sh_welf1,abs_welf1,sh_welf2,abs_welf2,sh_welf3,abs_welf3,sh_welf4,abs_welf4,sh_welf5,abs_welf5,simp_educ,totaleduc,sh_educ1,abs_educ1,sh_educ3,abs_educ3,sh_educ4,abs_educ4,sh_educ5,abs_educ5,sh_educ6,abs_educ6,sh_recent,totalmig,abs_recent,sh_stat1,abs_stat1,sh_stat2,abs_stat2,sh_stat3,abs_stat3,sh_stat4,abs_stat4,sh_stat5,abs_stat5,simp_motive,totalpop,totalmigmot,simp_conbirth,N_conbirth,forborn_sh,forbornbur,NLbornbur,NLbornbur,total_buurt
Buurtcode 2021,BC_NAAM,income inequality gini idx,average standardised income hh,average standardised income hh,number of households in buurt,"houseowners, %","houseowners, abs. hh","rental house, %","rental house, abs. hh","subsidised rental, %","subsidied renatl, abs.","institutional hh, %","institutional hh, abs","unknown, %","unknown, abs",average % of welfare dependency,"independent from welfare,%",(mean) abs_welf1,"minor welfare dependency, %",(mean) abs_welf2,"partial welfare dependency, %",(mean) abs_welf3,"mainly dependent on welfare, %",(mean) abs_welf4,"complete welfare dependency, %",(mean) abs_welf5,gini-simpson index of diversity of highest acheived educational levels,total est. number of people above 24y.o. in buurt with known educ info,"basis&low practical educ, %","basis&low practical educ, abs n","middelbar educ, %","middelbar educ, abs n","hoog middelbar educ, %","hoog middelbar educ, abs n","hoog educ, %","hoog educ, abs n","zeer hoog educ, %","zeer hoog educ, abs n",percentage of recent migrants of all residents,abs. n of foreign-born in the neighbourhood,abs. n of recent migrants,"family migr , %","family migr , abs","work migr, %","work migr, abs","study migr, %","study migr, abs","asylum migr, %","asylum migr, abs","other migr, %","other migr, abs",diveristy of migration motives/types,total residents in buurt,total of migrant with known mig motives,gini-simpson indx of counties of birth,number of various countries of births p buurt,share of foreign-born in buurt,absolute number of foreign born in buurt,share of Dutch-born in buurt,abs. n of Dutch-born in buurt,abs. n of people in buurt
,,Income Inequality,Average Income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,higher education,,,,,,,Family Migration Motive (Reason of migration),,,,,,,,,,Index number for number of different migration types,,,Gini-simpson indx of countries of birth. Chance of going outside and meeting someone with a different migration background. Will be explained in text.,,,,,,Duplicate of totalpop
,,Income Inequality in Dutch,Average Income in Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corresponds to bu_code without prefix,,"""Income Inequality"" Include in map",Include in map (both),Include in map (both),Include in traditional map only. Context information.,Include in map (both),Ignore,Include in map (both),Ignore,Include in map (both),Ignore,Include in map (both),Ignore,Ignore,Ignore,Include in map (both). Angelique will double check.,Include in map (both). Angelique will double check.,Ignore,Include in map (both).,Ignore,Include in map (both).,Ignore,Include in map (both).,,Include in map (both).,Ignore,Include in map (both).,Ignore,Include in map (both).,Ignore,Include in map (both).,Ignore,Include in map (both).,Ignore,Include in map (both).,Ignore,Include in map (both).,Ignore,Include in map (both).,Ignore,Ignore,Include in map (both).,Ignore,Include in map (both).,Ignore,Include in map (both).,Ignore,Include in map (both).,Ignore,Include in map (both).,Ignore,Include in map (both).,Include in traditional map only. Context information.,Ignore,Include in map (both).,Include in traditional map only. Context information.,Include in traditional map only. Context information.,Ignore,Include in traditional map only. Context information.,Ignore,
,,Income,Income,Income,Housing,Housing,Housing,Housing,Housing,Housing,Housing,Housing,Housing,,,Welfare,Welfare,,Welfare,,Welfare,,Welfare,,Welfare,,Education,Education,Education,Education,Education,Education,Education,Education,Education,Education,Education,Education,Diversity,Diversity,Diversity,Diversity,Diversity,Diversity,Diversity,Diversity,Diversity,Diversity,Diversity,Diversity,Diversity,Diversity,Context,,Diversity,Context,Diversity,,Diversity,,
5991446,Kralingseveer,0.251,"€ 28,026.00","€ 29,311.08",734,0.69,509,0.19,141,0.10,77,n/a,n/a,n/a,n/a,9,0.83,599,0.06,43,0.05,33,0.02,15,0.04,32,0.71,1284,0.21,266,0.44,559,0.09,110,0.20,263,0.07,87,0.02,209,32,0.46,42,0.18,17,0.20,18,n/a,n/a,n/a,n/a,0.71,1637,92,0.24,53,0.13,209,0.87,1428,1637
5990457,Landzicht,0.212,"€ 19,671.50","€ 22,236.73",201,0.31,62,0.37,74,0.32,64,n/a,n/a,n/a,n/a,22,0.66,132,n/a,n/a,0.08,16,0.07,13,0.15,29,0.53,315,0.55,174,0.41,128,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,384,n/a,0.06,8,<10%,<15,0.97,373,384
5990534,Liskwartier,0.306,"€ 24,487.00","€ 27,722.55",3966,0.36,1410,0.39,1535,0.24,949,0.02,62,0.00,10,12,0.80,3091,0.04,170,0.05,197,0.03,106,0.07,280,0.77,5383,0.16,852,0.29,1577,0.07,376,0.23,1225,0.25,1353,0.03,2030,224,0.49,312,0.18,112,0.14,90,0.10,60,0.09,57,0.69,7708,631,0.45,117,0.26,2030,0.74,5678,7708
5991284,Lombardijen,0.261,"€ 21,093.00","€ 24,151.03",7057,0.29,2081,0.34,2367,0.33,2339,0.03,246,0.00,24,16,0.72,4854,0.06,435,0.07,487,0.05,348,0.09,623,0.62,9958,0.20,1958,0.56,5563,0.05,539,0.14,1437,0.05,461,0.05,4755,657,0.52,1014,0.09,172,0.04,82,0.28,556,0.07,133,0.64,14222,1957,0.55,146,0.33,4755,0.67,9467,14222
5990325,Middelland,0.337,"€ 22,873.50","€ 26,260.58",6378,0.29,1829,0.46,2957,0.24,1506,0.01,72,0.00,14,11,0.81,5008,0.05,282,0.04,259,0.03,181,0.07,436,0.77,8579,0.14,1236,0.31,2634,0.07,595,0.24,2081,0.24,2034,0.06,4286,703,0.42,678,0.20,329,0.17,281,0.10,159,0.10,169,0.73,12015,1616,0.58,162,0.36,4286,0.64,7729,12015
5990665,Molenlaankwartier,0.400,"€ 38,749.50","€ 49,896.07",3506,0.69,2428,0.18,621,0.08,293,0.04,155,n/a,n/a,4,0.92,3059,0.03,108,0.02,55,0.01,31,0.02,66,0.71,6418,0.05,322,0.17,1108,0.07,449,0.36,2302,0.35,2236,0.03,996,208,0.56,223,0.29,115,0.08,32,n/a,n/a,0.06,24,0.60,8251,400,0.23,92,0.12,996,0.88,7255,8251
5991468,Nesselande,0.276,"€ 36,285.00","€ 39,459.02",4601,0.74,3407,0.17,771,0.07,335,0.02,86,n/a,n/a,5,0.89,3975,0.05,220,0.03,136,0.01,48,0.02,106,0.71,8840,0.05,426,0.36,3165,0.05,480,0.34,3019,0.20,1751,0.01,1763,99,0.53,333,0.15,94,0.11,72,0.16,100,0.05,29,0.66,12783,628,0.26,103,0.14,1763,0.86,11020,12783
5990836,Nieuw Crooswijk,0.336,"€ 21,724.00","€ 26,826.74",1647,0.20,324,0.47,778,0.32,535,0.01,10,n/a,n/a,15,0.75,1212,0.05,83,0.06,97,0.05,85,0.08,137,0.76,2265,0.14,321,0.32,720,0.07,155,0.25,564,0.22,504,0.04,898,126,0.48,163,0.16,54,0.08,27,0.21,71,0.08,27,0.69,3430,342,0.45,100,0.26,898,0.74,2532,3430
5991926,Nieuw Mathenesse,0.355,"€ 21,485.00","€ 21,669.39",186,0.07,13,0.75,140,0.18,33,n/a,n/a,n/a,n/a,4,0.91,152,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.69,165,n/a,n/a,0.12,20,0.10,17,0.36,59,0.39,65,0.21,564,135,0.14,23,0.21,34,0.59,95,n/a,n/a,0.06,10,0.59,654,162,0.95,85,0.86,564,0.14,90,654
5990118,Nieuwe Werk,0.532,"€ 30,835.00","€ 45,221.54",1172,0.44,511,0.41,486,0.15,174,n/a,n/a,n/a,n/a,2,0.95,1085,0.02,23,0.01,12,n/a,n/a,0.02,18,0.65,1400,n/a,n/a,0.12,163,0.08,108,0.32,447,0.48,673,0.07,558,137,0.30,67,0.33,76,0.27,61,n/a,n/a,0.07,15,0.72,2087,227,0.46,88,0.27,558,0.73,1529,2087
5990324,Nieuwe Westen,0.323,"€ 20,287.50","€ 23,780.04",9412,0.24,2267,0.43,4017,0.31,2935,0.02,175,0.00,18,16,0.74,6676,0.06,568,0.06,576,0.05,409,0.09,842,0.77,12583,0.20,2529,0.32,3969,0.09,1135,0.20,2566,0.19,2384,0.04,7579,776,0.52,1294,0.15,363,0.13,310,0.12,304,0.08,204,0.67,19508,2475,0.61,177,0.39,7579,0.61,11929,19508
5990452,Noord Kethel,0.263,"€ 39,341.00","€ 36,470.94",34,0.74,25,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,>85,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.63,75,n/a,n/a,0.42,31,n/a,n/a,0.40,30,0.19,14,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,65,n/a,0.09,4,<10%,n/a,0.95,62,65
5991088,Noordereiland,0.299,"€ 25,108.00","€ 28,810.34",1925,0.31,606,0.42,801,0.26,504,0.01,11,n/a,n/a,13,0.79,1495,0.05,90,0.05,88,0.04,68,0.08,148,0.76,3041,0.30,917,0.27,835,0.04,117,0.20,619,0.18,554,0.04,867,130,0.44,146,0.20,67,0.11,37,0.18,59,0.07,24,0.72,3358,333,0.45,109,0.26,867,0.74,2491,3358
5991463,Ommoord,0.241,"€ 24,269.00","€ 26,958.58",13217,0.38,5046,0.34,4477,0.26,3415,0.02,267,0.00,12,11,0.81,10441,0.04,579,0.04,579,0.03,405,0.07,880,0.64,21335,0.13,2703,0.54,11620,0.07,1456,0.19,3986,0.07,1570,0.02,4406,410,0.47,779,0.09,145,0.05,85,0.33,549,0.05,86,0.65,25716,1644,0.31,165,0.17,4406,0.83,21310,25716
5991467,Oosterflank,0.243,"€ 22,648.00","€ 25,439.53",5558,0.33,1830,0.33,1844,0.33,1828,0.01,53,n/a,n/a,16,0.73,3991,0.05,297,0.06,313,0.05,255,0.11,591,0.67,8190,0.17,1364,0.52,4226,0.09,764,0.14,1159,0.08,676,0.03,2894,270,0.50,448,0.11,99,0.11,98,0.23,204,0.06,54,0.68,10570,903,0.47,144,0.27,2894,0.73,7676,10570
5991574,Oud Charlois,0.261,"€ 21,225.50","€ 23,235.59",6799,0.33,2227,0.36,2481,0.29,1961,0.02,103,0.00,27,16,0.73,4809,0.06,412,0.07,450,0.04,290,0.09,614,0.67,9198,0.16,1492,0.51,4665,0.07,659,0.19,1722,0.07,660,0.05,5148,752,0.56,1265,0.18,406,0.10,222,0.06,134,0.11,246,0.63,13826,2273,0.60,153,0.37,5148,0.63,8678,13826
5990837,Oud Crooswijk,0.252,"€ 18,270.50","€ 20,702.76",4034,0.08,338,0.41,1648,0.47,1908,0.03,131,n/a,n/a,23,0.63,2431,0.06,234,0.09,355,0.07,264,0.15,568,0.68,5177,0.26,1354,0.48,2492,0.07,340,0.12,606,0.07,385,0.03,2971,241,0.58,560,0.06,61,0.07,64,0.24,231,0.05,48,0.59,8161,964,0.58,128,0.36,2971,0.64,5190,8161
5991283,Oud IJsselmonde,0.258,"€ 31,206.00","€ 33,307.68",2686,0.69,1865,0.23,614,0.07,195,n/a,n/a,n/a,n/a,7,0.86,2285,0.05,144,0.03,90,0.02,52,0.03,78,0.65,4270,0.08,352,0.53,2282,0.07,310,0.22,949,0.09,377,0.02,1269,113,0.53,221,0.15,65,0.09,38,0.15,61,0.08,35,0.66,5980,420,0.38,109,0.21,1269,0.79,4711,5980
5990327,Oud Mathenesse,0.243,"€ 21,644.00","€ 22,993.02",3811,0.36,1363,0.36,1374,0.27,1040,0.00,16,0.00,18,14,0.77,2833,0.06,226,0.05,175,0.04,154,0.08,314,0.62,4882,0.18,868,0.57,2776,0.06,300,0.12,567,0.08,370,0.10,3507,734,0.50,901,0.21,381,0.10,183,0.07,119,0.12,218,0.68,7192,1802,0.72,138,0.49,3507,0.51,3685,7192
5990535,Oude Noorden,0.293,"€ 20,325.00","€ 23,609.32",8649,0.20,1700,0.45,3893,0.35,3001,0.01,47,n/a,n/a,18,0.71,6050,0.06,479,0.07,595,0.05,387,0.11,976,0.74,12301,0.19,2278,0.40,4898,0.08,932,0.17,2115,0.17,2077,0.03,6124,593,0.52,1026,0.12,236,0.10,199,0.18,347,0.08,154,0.66,17026,1962,0.58,168,0.36,6124,0.64,10902,17026
5990111,Oude Westen,0.328,"€ 19,247.00","€ 23,977.31",5085,0.18,940,0.42,2123,0.36,1831,0.04,178,0.00,13,17,0.72,3470,0.05,252,0.07,339,0.05,226,0.11,535,0.77,8416,0.18,1505,0.26,2215,0.05,461,0.24,2052,0.26,2183,0.04,4126,408,0.46,565,0.16,194,0.13,165,0.18,216,0.07,88,0.71,9602,1228,0.66,147,0.43,4126,0.57,5476,9602
5990456,Overschie,0.270,"€ 28,156.00","€ 30,795.46",3155,0.64,2009,0.21,667,0.15,464,0.00,10,n/a,n/a,9,0.84,2611,0.05,165,0.04,120,0.02,62,0.05,167,0.66,4931,0.11,536,0.52,2567,0.06,309,0.19,962,0.11,559,0.02,1023,162,0.52,241,0.16,76,0.06,28,0.15,70,0.11,51,0.67,6842,466,0.28,104,0.15,1023,0.85,5819,6842
5991577,Pendrecht,0.238,"€ 21,150.50","€ 23,084.99",5634,0.31,1721,0.32,1790,0.34,1888,0.04,218,0.00,17,19,0.68,3664,0.06,344,0.08,439,0.06,303,0.11,606,0.63,7621,0.21,1626,0.56,4235,0.09,665,0.11,811,0.04,284,0.04,4892,522,0.56,1062,0.09,172,0.04,84,0.22,424,0.08,148,0.62,12221,1890,0.63,138,0.40,4892,0.60,7329,12221
5991391,Pernis,0.218,"€ 29,126.00","€ 30,535.64",2251,0.71,1608,0.17,373,0.10,234,0.02,34,n/a,n/a,6,0.87,1908,0.05,115,0.04,78,0.02,34,0.03,68,0.50,3529,0.10,341,0.68,2400,0.04,157,0.15,529,0.03,103,0.01,504,68,0.55,121,0.15,34,0.05,12,0.09,19,0.16,36,0.64,4875,222,0.20,76,0.10,504,0.90,4371,4875
5991448,Prinsenland,0.299,"€ 24,123.00","€ 29,442.65",5144,0.37,1893,0.34,1768,0.27,1390,0.02,88,n/a,n/a,13,0.79,3986,0.04,215,0.04,195,0.03,161,0.09,463,0.69,7830,0.12,944,0.49,3862,0.08,636,0.18,1400,0.13,987,0.02,2076,193,0.44,290,0.11,73,0.07,49,0.33,214,0.05,32,0.68,9819,658,0.37,124,0.21,2076,0.79,7743,9819
5990516,Provenierswijk,0.336,"€ 22,797.00","€ 26,418.64",2621,0.26,679,0.43,1130,0.28,733,0.03,76,n/a,n/a,12,0.80,2005,0.05,119,0.05,123,0.03,83,0.07,177,0.76,4006,0.11,430,0.26,1060,0.07,292,0.30,1218,0.25,1006,0.05,1568,240,0.40,230,0.22,127,0.22,127,0.09,51,0.06,34,0.73,4685,569,0.55,114,0.33,1568,0.67,3117,4685
5991703,Rijnpoort,0.307,"€ 29,510.00","€ 31,570.65",26,0.58,15,0.42,11,n/a,n/a,n/a,n/a,n/a,n/a,2,>85,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.68,33,n/a,n/a,0.38,13,0.34,11,n/a,n/a,n/a,n/a,0.02,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,64,n/a,0.06,3,<10%,n/a,0.97,62,64
5992704,Rozenburg,0.228,"€ 27,870.00","€ 29,653.67",5729,0.55,3162,0.27,1522,0.17,972,0.01,63,0.00,10,8,0.84,4740,0.05,280,0.05,267,0.02,138,0.04,217,0.48,9502,0.12,1109,0.70,6639,0.06,588,0.10,959,0.02,207,0.02,1485,192,0.54,324,0.13,79,0.04,21,0.18,109,0.11,66,0.64,12510,599,0.22,120,0.12,1485,0.88,11025,12510
5990814,Rubroek,0.297,"€ 20,776.00","€ 23,719.99",4646,0.17,813,0.46,2136,0.34,1576,0.02,113,n/a,n/a,15,0.76,3355,0.05,201,0.06,254,0.05,207,0.09,391,0.76,5619,0.19,1043,0.36,2023,0.06,350,0.19,1091,0.20,1112,0.07,2867,548,0.38,439,0.18,208,0.23,269,0.13,146,0.09,102,0.75,8278,1164,0.57,143,0.35,2867,0.65,5411,8278
5990660,Schiebroek,0.298,"€ 23,186.50","€ 27,984.78",8128,0.39,3154,0.27,2189,0.31,2505,0.03,272,n/a,n/a,15,0.75,5887,0.05,372,0.06,475,0.05,356,0.09,716,0.71,11770,0.12,1366,0.45,5301,0.07,850,0.20,2390,0.16,1863,0.02,3492,398,0.45,646,0.10,138,0.05,68,0.34,489,0.06,82,0.66,17052,1423,0.37,149,0.20,3492,0.80,13560,17052
5990329,Schiemond,0.322,"€ 25,382.50","€ 30,968.93",2588,0.42,1078,0.29,741,0.29,750,0.00,12,n/a,n/a,14,0.75,1907,0.06,155,0.07,187,0.04,114,0.07,183,0.75,3666,0.17,620,0.36,1318,0.06,234,0.21,779,0.20,716,0.03,1913,154,0.62,418,0.14,97,0.06,40,0.10,68,0.07,47,0.57,5386,670,0.57,114,0.36,1913,0.64,3473,5386
5990454,Schieveen,0.274,"€ 32,841.00","€ 38,079.54",149,0.77,115,0.16,24,n/a,n/a,n/a,n/a,n/a,n/a,4,0.92,129,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.65,326,0.09,30,0.54,177,0.11,35,0.14,46,0.12,38,0.01,22,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,337,n/a,0.13,12,<10%,<25,0.93,315,337
5991853,Spaanse Polder,0.311,"€ 31,987.00","€ 32,586.62",52,0.38,20,0.58,30,n/a,n/a,n/a,n/a,n/a,n/a,3,>85,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.70,36,n/a,n/a,0.47,17,n/a,n/a,n/a,n/a,n/a,n/a,0.04,14,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,101,n/a,0.26,12,0.14,14,0.86,87,101
5990323,Spangen,0.264,"€ 20,807.00","€ 23,247.55",4452,0.27,1188,0.38,1701,0.34,1520,0.01,29,0.00,14,17,0.69,3008,0.08,347,0.08,364,0.06,243,0.09,394,0.70,6484,0.28,1830,0.44,2861,0.06,372,0.13,842,0.09,579,0.04,4457,370,0.64,934,0.10,148,0.06,84,0.12,176,0.08,121,0.56,10433,1463,0.65,136,0.43,4457,0.57,5976,10433
5990110,Stadsdriehoek,0.377,"€ 28,078.00","€ 31,453.73",10033,0.30,3059,0.50,4974,0.16,1629,0.04,362,n/a,n/a,7,0.88,8256,0.03,280,0.02,234,0.02,162,0.05,443,0.74,13044,0.06,798,0.35,4602,0.08,992,0.24,3113,0.27,3540,0.09,5654,1468,0.31,836,0.28,761,0.25,661,0.07,195,0.09,240,0.75,16838,2693,0.56,170,0.34,5654,0.66,11184,16838
5991701,Strand en Duin,0.272,"€ 38,016.00","€ 44,319.37",913,0.91,828,0.09,81,n/a,n/a,n/a,n/a,n/a,n/a,2,0.94,852,0.03,27,0.02,18,n/a,n/a,n/a,n/a,0.64,1720,0.07,113,0.53,915,0.06,111,0.25,422,0.09,159,0.01,124,24,0.59,36,0.16,10,n/a,n/a,n/a,n/a,n/a,n/a,0.60,2402,61,0.10,39,<10%,<150,0.95,2278,2402
5990847,Struisenburg,0.401,"€ 24,089.00","€ 26,650.98",3284,0.28,931,0.50,1658,0.21,688,n/a,n/a,n/a,n/a,6,0.90,2463,0.03,83,0.02,62,0.01,36,0.03,89,0.74,2955,0.07,207,0.21,632,0.09,272,0.28,837,0.34,1007,0.19,2557,1052,0.14,184,0.13,173,0.52,682,0.03,37,0.18,233,0.66,5567,1309,0.70,141,0.46,2557,0.54,3010,5567
5991571,Tarwewijk,0.252,"€ 20,034.00","€ 21,522.48",5947,0.23,1380,0.42,2525,0.33,1961,0.01,52,0.00,29,17,0.71,4077,0.08,445,0.07,408,0.05,272,0.10,557,0.63,7841,0.23,1785,0.54,4261,0.07,515,0.10,806,0.06,475,0.08,6299,1031,0.56,1573,0.18,504,0.08,235,0.06,174,0.12,329,0.63,12590,2815,0.73,150,0.50,6299,0.50,6291,12590
5990664,Terbregge,0.332,"€ 36,585.00","€ 42,725.68",1325,0.72,959,0.21,272,0.07,91,n/a,n/a,n/a,n/a,6,0.88,1164,0.05,66,0.03,33,0.01,15,0.03,38,0.72,2178,0.06,126,0.40,866,0.08,166,0.24,533,0.22,487,0.01,453,43,0.61,96,0.22,34,0.08,13,n/a,n/a,n/a,n/a,0.57,3438,157,0.25,82,0.13,453,0.87,2985,3438
5990322,Tussendijken,0.257,"€ 18,188.50","€ 20,621.53",3626,0.12,422,0.43,1568,0.43,1571,0.02,58,n/a,n/a,22,0.65,2266,0.07,241,0.09,320,0.06,215,0.13,471,0.71,4702,0.31,1472,0.41,1909,0.06,280,0.13,589,0.10,452,0.04,3432,308,0.55,670,0.12,147,0.09,110,0.11,138,0.12,144,0.64,7356,1209,0.69,129,0.47,3432,0.53,3924,7356
5991080,Vreewijk,0.227,"€ 19,823.50","€ 22,255.60",7367,0.14,1066,0.41,3045,0.41,3018,0.03,207,0.00,31,20,0.67,4743,0.06,445,0.09,605,0.06,417,0.12,866,0.60,9985,0.24,2378,0.57,5730,0.05,476,0.10,1005,0.04,395,0.03,3952,502,0.51,755,0.12,170,0.05,77,0.23,343,0.09,128,0.66,14562,1473,0.46,135,0.27,3952,0.73,10610,14562
5992194,Waalhaven,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,n/a,n/a
5992198,Waalhaven Zuid,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,n/a,n/a
5991575,Wielewaal,0.239,"€ 19,004.50","€ 20,392.94",237,0.08,20,0.53,125,0.38,89,n/a,n/a,n/a,n/a,23,0.65,149,0.07,17,0.05,12,0.05,11,0.17,40,0.64,352,0.21,72,0.54,190,0.07,26,0.14,50,0.04,14,0.02,77,10,0.50,14,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.66,401,28,0.34,38,0.19,77,0.81,324,401
5990328,Witte Dorp,0.207,"€ 19,497.00","€ 21,792.46",242,0.26,63,0.32,77,0.42,102,n/a,n/a,n/a,n/a,21,0.66,159,0.07,18,0.08,20,0.07,16,0.12,29,0.62,376,0.34,127,0.49,185,n/a,n/a,0.14,52,n/a,n/a,0.03,202,16,0.85,60,n/a,n/a,n/a,n/a,0.14,10,n/a,n/a,0.27,592,71,0.55,27,0.34,202,0.66,390,592
5990455,Zestienhoven,0.290,"€ 39,306.00","€ 42,204.86",1203,0.72,871,0.15,185,0.06,68,0.06,77,n/a,n/a,5,0.90,1006,0.05,52,0.02,27,n/a,n/a,0.02,27,0.72,2015,0.05,92,0.24,489,0.07,132,0.28,563,0.37,739,0.01,363,27,0.47,70,0.19,29,0.15,23,0.13,19,n/a,n/a,0.70,3520,150,0.20,71,0.10,363,0.90,3157,3520
5991466,Zevenkamp,0.249,"€ 24,342.00","€ 26,578.99",7542,0.42,3184,0.27,2028,0.26,1992,0.04,322,0.00,16,14,0.75,5391,0.06,462,0.06,410,0.04,305,0.08,607,0.62,12313,0.13,1641,0.57,7003,0.07,823,0.16,2025,0.07,820,0.02,3753,299,0.50,577,0.10,115,0.05,53,0.28,321,0.08,92,0.66,16111,1158,0.41,148,0.23,3753,0.77,12358,16111
5991578,Zuiderpark,0.268,"€ 18,200.00","€ 19,596.67",901,0.14,126,0.27,239,0.20,179,0.40,356,n/a,n/a,19,0.75,404,0.03,14,0.05,27,0.04,20,0.14,77,0.68,1402,0.23,320,0.46,648,0.02,30,0.07,104,0.21,300,0.01,232,14,0.70,32,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.48,1273,46,0.33,50,0.18,232,0.82,1041,1273
5991576,Zuidplein,0.252,"€ 23,773.50","€ 25,335.93",775,0.32,249,0.47,364,0.17,135,0.03,27,n/a,n/a,8,0.85,629,0.04,30,0.03,23,0.02,15,0.05,40,0.64,1000,0.13,134,0.55,554,0.10,101,0.16,161,0.05,51,0.04,430,49,0.51,94,0.19,35,0.06,11,0.10,19,0.13,24,0.67,1300,183,0.55,64,0.33,430,0.67,870,1300
5991573,Zuidwijk,0.243,"€ 19,984.00","€ 22,570.92",7002,0.22,1519,0.35,2472,0.39,2750,0.03,242,0.00,19,20,0.68,4518,0.06,414,0.07,487,0.06,397,0.13,872,0.61,9596,0.20,1879,0.57,5511,0.05,478,0.11,1023,0.07,704,0.04,4731,510,0.52,871,0.08,131,0.04,74,0.27,460,0.08,137,0.64,13893,1673,0.56,146,0.34,4731,0.66,9162,13893
